harpaz,0.0
harpaz,0.0
Shaked,120.0
Shaked,0.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,180.0
harpaz,3840.0
Shaked,0.0
harpaz,14760.0
harpaz,0.0
harpaz,4980.0
harpaz,0.0
Shaked,480.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
harpaz,60.0
harpaz,53280.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
harpaz,164460.0
Shaked,5700.0
Shaked,60.0
harpaz,0.0
harpaz,0.0
harpaz,2820.0
harpaz,0.0
Shaked,0.0
Shaked,60.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
harpaz,60.0
harpaz,0.0
Shaked,60.0
harpaz,4320.0
harpaz,0.0
Shaked,0.0
Shaked,60.0
harpaz,0.0
Shaked,0.0
Shaked,60.0
harpaz,0.0
harpaz,60.0
Shaked,0.0
harpaz,23160.0
harpaz,0.0
Shaked,29700.0
harpaz,2040.0
Shaked,120.0
harpaz,0.0
harpaz,0.0
harpaz,102900.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,1200.0
harpaz,33600.0
harpaz,0.0
harpaz,0.0
Shaked,180.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
harpaz,0.0
Shaked,180.0
harpaz,2280.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,600.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,480.0
harpaz,0.0
Shaked,0.0
harpaz,60.0
Shaked,118920.0
harpaz,0.0
harpaz,0.0
Shaked,240.0
harpaz,49920.0
Shaked,2640.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
harpaz,0.0
Shaked,4080.0
harpaz,509220.0
harpaz,60.0
Shaked,60.0
harpaz,180.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,0.0
harpaz,100680.0
harpaz,0.0
Shaked,37320.0
harpaz,204120.0
harpaz,0.0
Shaked,180.0
harpaz,60.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
Shaked,0.0
Shaked,0.0
harpaz,0.0
Shaked,0.0
harpaz,60.0
harpaz,176640.0
harpaz,0.0
Shaked,120.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,180.0
Shaked,73440.0
harpaz,3120.0
harpaz,0.0
harpaz,4980.0
Shaked,60.0
harpaz,6000.0
harpaz,51300.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,2040.0
harpaz,95220.0
Shaked,840.0
Shaked,0.0
Shaked,60.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
harpaz,60.0
harpaz,0.0
Shaked,120.0
harpaz,60.0
Shaked,60.0
harpaz,60.0
harpaz,0.0
Shaked,60.0
harpaz,300.0
Shaked,60.0
Shaked,60.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,60.0
harpaz,0.0
harpaz,0.0
Shaked,720.0
Shaked,2040.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,180.0
harpaz,60.0
harpaz,60.0
Shaked,1140.0
harpaz,60.0
Shaked,180.0
Shaked,0.0
harpaz,0.0
Shaked,60.0
harpaz,19800.0
harpaz,0.0
Shaked,3120.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
harpaz,60.0
Shaked,420.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
harpaz,152880.0
harpaz,0.0
Shaked,8700.0
Shaked,0.0
harpaz,300.0
harpaz,60.0
harpaz,7500.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,480.0
harpaz,0.0
harpaz,0.0
Shaked,0.0
harpaz,501300.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
Shaked,0.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,86280.0
Shaked,120.0
Shaked,0.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
harpaz,1140.0
harpaz,0.0
harpaz,60.0
Shaked,180.0
Shaked,60.0
Shaked,0.0
harpaz,60.0
harpaz,60.0
harpaz,0.0
harpaz,360.0
harpaz,0.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
Shaked,0.0
harpaz,84720.0
Shaked,420.0
Shaked,86160.0
harpaz,0.0
harpaz,0.0
Shaked,120.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,240.0
Shaked,180.0
Shaked,0.0
harpaz,180.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,420.0
Shaked,120.0
Shaked,780.0
harpaz,0.0
harpaz,7620.0
Shaked,120.0
Shaked,0.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
harpaz,60.0
Shaked,0.0
harpaz,0.0
harpaz,76260.0
Shaked,900.0
harpaz,0.0
Shaked,0.0
harpaz,120.0
harpaz,0.0
Shaked,120.0
harpaz,60.0
Shaked,180.0
harpaz,163500.0
Shaked,300.0
harpaz,540.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
Shaked,60.0
harpaz,60.0
Shaked,0.0
Shaked,0.0
Shaked,0.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
harpaz,60.0
harpaz,0.0
Shaked,0.0
harpaz,240.0
harpaz,0.0
Shaked,0.0
Shaked,0.0
harpaz,0.0
harpaz,60.0
harpaz,0.0
Shaked,0.0
Shaked,0.0
harpaz,0.0
harpaz,120.0
harpaz,0.0
harpaz,0.0
harpaz,60.0
harpaz,0.0
Shaked,60.0
harpaz,60.0
Shaked,0.0
harpaz,15360.0
Shaked,840.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
Shaked,60.0
harpaz,266100.0
harpaz,0.0
Shaked,660.0
harpaz,68460.0
Shaked,120.0
harpaz,0.0
harpaz,4680.0
harpaz,11280.0
harpaz,1740.0
Shaked,840.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,960.0
Shaked,180.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
Shaked,60.0
harpaz,15420.0
Shaked,16080.0
harpaz,20580.0
Shaked,4740.0
harpaz,240.0
harpaz,0.0
Shaked,60.0
harpaz,4620.0
Shaked,1260.0
Shaked,300.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,60.0
harpaz,0.0
Shaked,1500.0
harpaz,0.0
harpaz,0.0
harpaz,5160.0
harpaz,0.0
Shaked,6300.0
Shaked,60.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
Shaked,0.0
Shaked,60.0
harpaz,0.0
Shaked,300.0
Shaked,0.0
harpaz,0.0
harpaz,60.0
harpaz,0.0
Shaked,120.0
harpaz,180.0
harpaz,0.0
Shaked,0.0
harpaz,77160.0
Shaked,840.0
harpaz,180.0
Shaked,120.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
Shaked,540.0
harpaz,3420.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
Shaked,252000.0
harpaz,180.0
Shaked,1020.0
harpaz,300.0
harpaz,1920.0
harpaz,1860.0
Shaked,180.0
harpaz,81660.0
Shaked,360.0
harpaz,300.0
harpaz,10200.0
Shaked,60.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
Shaked,240.0
harpaz,60.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
harpaz,60.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
Shaked,0.0
harpaz,76920.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,1020.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,420.0
harpaz,0.0
harpaz,78120.0
Shaked,1680.0
harpaz,2280.0
harpaz,60.0
Shaked,0.0
harpaz,0.0
Shaked,120.0
harpaz,0.0
harpaz,60.0
Shaked,3300.0
Shaked,0.0
Shaked,60.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,0.0
Shaked,0.0
harpaz,0.0
harpaz,60.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,300.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,11220.0
Shaked,1920.0
harpaz,318660.0
Shaked,720.0
harpaz,60.0
Shaked,120.0
Shaked,0.0
harpaz,240.0
Shaked,0.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
Shaked,60.0
harpaz,13560.0
Shaked,780.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,60.0
Shaked,0.0
Shaked,60.0
harpaz,0.0
Shaked,0.0
Shaked,60.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,60.0
harpaz,86280.0
harpaz,1020.0
Shaked,780.0
Shaked,0.0
harpaz,0.0
harpaz,60.0
Shaked,0.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
harpaz,77160.0
harpaz,84240.0
Shaked,660.0
harpaz,60.0
harpaz,0.0
harpaz,0.0
Shaked,0.0
harpaz,60.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
harpaz,60.0
Shaked,300.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
harpaz,60.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
Shaked,0.0
harpaz,60.0
Shaked,0.0
Shaked,0.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
harpaz,60.0
Shaked,360.0
harpaz,60.0
harpaz,0.0
harpaz,0.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,60.0
Shaked,660.0
Shaked,9900.0
harpaz,0.0
harpaz,60.0
Shaked,720.0
harpaz,60.0
harpaz,0.0
harpaz,76500.0
harpaz,0.0
Shaked,720.0
harpaz,60.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
Shaked,0.0
Shaked,0.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
harpaz,60.0
Shaked,0.0
Shaked,0.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
Shaked,0.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
harpaz,0.0
Shaked,0.0
harpaz,0.0
Shaked,0.0
Shaked,0.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
Shaked,60.0
harpaz,0.0
harpaz,95460.0
harpaz,0.0
Shaked,60.0
Shaked,0.0
Shaked,0.0
harpaz,60.0
harpaz,0.0
harpaz,0.0
Shaked,60.0
harpaz,60.0
harpaz,0.0
Shaked,60.0
harpaz,1380.0
harpaz,56580.0
Shaked,60.0
Shaked,0.0
harpaz,0.0
harpaz,0.0
